,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
3752,Gujarat,2022,4,junagadh district,2532155,4948034874,TOTAL
3753,Gujarat,2022,4,mahesana district,7160396,14173625244,TOTAL
3754,Gujarat,2022,4,the dangs district,317748,463583958.9,TOTAL
3755,Gujarat,2022,4,kheda district,3509944,6102744147,TOTAL
3756,Gujarat,2022,4,surat district,52037142,85923991747,TOTAL
3757,Gujarat,2022,4,porbandar district,615650,1513924726,TOTAL
3758,Gujarat,2022,4,gandhinagar district,12010565,19015449814,TOTAL
3759,Gujarat,2022,4,panch mahals district,3308022,5455257544,TOTAL
3760,Gujarat,2022,4,narmada district,846033,1308463853,TOTAL
3761,Gujarat,2022,4,gir somnath district,1671989,3731133998,TOTAL
3762,Gujarat,2022,4,valsad district,11103340,15842261458,TOTAL
3763,Gujarat,2022,4,mahisagar district,1619162,2861334019,TOTAL
3764,Gujarat,2022,4,sabar kantha district,4958012,8965673463,TOTAL
3765,Gujarat,2022,4,tapi district,1635320,2610910574,TOTAL
3766,Gujarat,2022,4,vadodara district,20968443,30304178848,TOTAL
3767,Gujarat,2022,4,banas kantha district,12352158,25179922290,TOTAL
3768,Gujarat,2022,4,amreli district,1619039,3343832002,TOTAL
3769,Gujarat,2022,4,ahmadabad district,133174553,2.12037E+11,TOTAL
3770,Gujarat,2022,4,dohad district,2608983,4807410075,TOTAL
3771,Gujarat,2022,4,navsari district,2509503,4046502523,TOTAL
3772,Gujarat,2022,4,patan district,3819745,7472645579,TOTAL
3773,Gujarat,2022,4,kachchh district,9617702,17113433243,TOTAL
3774,Gujarat,2022,4,surendranagar district,2537495,5716407621,TOTAL
3775,Gujarat,2022,4,morbi district,3378672,7944369114,TOTAL
3776,Haryana,2018,1,yamunanagar district,102917,125333909.6,TOTAL
3777,Haryana,2018,1,sonipat district,178766,279804665.7,TOTAL
3778,Haryana,2018,1,jind district,117357,186842136.2,TOTAL
3779,Haryana,2018,1,rohtak district,121728,215207976.2,TOTAL
3780,Haryana,2018,1,faridabad district,521939,772738359.2,TOTAL
3781,Haryana,2018,1,mahendragarh district,89413,119624308,TOTAL
3782,Haryana,2018,1,hisar district,240517,355732765.8,TOTAL
3783,Haryana,2018,1,karnal district,169313,247718779.1,TOTAL
3784,Haryana,2018,1,fatehabad district,116455,105677674.3,TOTAL
3785,Haryana,2018,1,palwal district,97942,145340107.6,TOTAL
3786,Haryana,2018,1,charkhi dadri district,32910,49515979.82,TOTAL
3787,Haryana,2018,1,ambala district,119503,189250271.9,TOTAL
3788,Haryana,2018,1,rewari district,199418,280095218.8,TOTAL
3789,Haryana,2018,1,panchkula district,86298,142847688.5,TOTAL
3790,Haryana,2018,1,bhiwani district,125150,190361119.4,TOTAL
3791,Haryana,2018,1,sirsa district,164867,164313975.9,TOTAL
3792,Haryana,2018,1,mewat district,80255,132978792.6,TOTAL
3793,Haryana,2018,1,panipat district,183960,263054774.7,TOTAL
3794,Haryana,2018,1,gurugram district,1408070,2317083394,TOTAL
3795,Haryana,2018,1,kaithal district,98466,149686426.2,TOTAL
3796,Haryana,2018,1,kurukshetra district,110204,172343157.3,TOTAL
3797,Haryana,2018,1,jhajjar district,115322,187960033.8,TOTAL
3798,Haryana,2018,2,yamunanagar district,145792,222903345.7,TOTAL
3799,Haryana,2018,2,sonipat district,253130,475518495.5,TOTAL
3800,Haryana,2018,2,jind district,155618,316637352.4,TOTAL
3801,Haryana,2018,2,rohtak district,179677,372787270.3,TOTAL
3802,Haryana,2018,2,faridabad district,698865,1211325239,TOTAL
3803,Haryana,2018,2,mahendragarh district,120215,213293581.5,TOTAL
3804,Haryana,2018,2,hisar district,320500,627894549.3,TOTAL
3805,Haryana,2018,2,karnal district,224254,430353501.6,TOTAL
3806,Haryana,2018,2,fatehabad district,169161,203643680.9,TOTAL
3807,Haryana,2018,2,palwal district,128161,242183536.6,TOTAL
3808,Haryana,2018,2,charkhi dadri district,43322,88537038.62,TOTAL
3809,Haryana,2018,2,ambala district,180500,352994750.9,TOTAL
3810,Haryana,2018,2,rewari district,263194,453157049.1,TOTAL
3811,Haryana,2018,2,panchkula district,130924,264234229.4,TOTAL
3812,Haryana,2018,2,bhiwani district,167009,329873004.9,TOTAL
3813,Haryana,2018,2,sirsa district,234948,288080253.2,TOTAL
3814,Haryana,2018,2,mewat district,115296,249716563.9,TOTAL
3815,Haryana,2018,2,panipat district,265754,440169913.4,TOTAL
3816,Haryana,2018,2,gurugram district,1893511,3604758915,TOTAL
3817,Haryana,2018,2,kaithal district,142167,283466007.1,TOTAL
3818,Haryana,2018,2,kurukshetra district,153556,302704098.7,TOTAL
3819,Haryana,2018,2,jhajjar district,165377,346182064.8,TOTAL
3820,Haryana,2018,3,yamunanagar district,165095,320728121.9,TOTAL
3821,Haryana,2018,3,sonipat district,315829,689899150.9,TOTAL
3822,Haryana,2018,3,jind district,186905,487064678.2,TOTAL
3823,Haryana,2018,3,rohtak district,242013,568546327.5,TOTAL
3824,Haryana,2018,3,faridabad district,1058983,1722572594,TOTAL
3825,Haryana,2018,3,mahendragarh district,145319,313539207,TOTAL
3826,Haryana,2018,3,hisar district,390428,961080725.8,TOTAL
3827,Haryana,2018,3,karnal district,282956,594890204,TOTAL
3828,Haryana,2018,3,fatehabad district,159967,308682509,TOTAL
3829,Haryana,2018,3,palwal district,173758,381999796.5,TOTAL
3830,Haryana,2018,3,charkhi dadri district,49278,120685428.9,TOTAL
3831,Haryana,2018,3,ambala district,233248,522223540.2,TOTAL
3832,Haryana,2018,3,rewari district,350599,643047741.8,TOTAL
3833,Haryana,2018,3,panchkula district,171066,391072983.3,TOTAL
3834,Haryana,2018,3,bhiwani district,207426,475078358.2,TOTAL
3835,Haryana,2018,3,sirsa district,222321,409263123.9,TOTAL
3836,Haryana,2018,3,mewat district,138275,371454678.1,TOTAL
3837,Haryana,2018,3,panipat district,331409,660571357.3,TOTAL
3838,Haryana,2018,3,gurugram district,2877059,5115393852,TOTAL
3839,Haryana,2018,3,kaithal district,149271,393148924.8,TOTAL
3840,Haryana,2018,3,kurukshetra district,195635,451182253.5,TOTAL
3841,Haryana,2018,3,jhajjar district,215184,473013450.7,TOTAL
3842,Haryana,2018,4,yamunanagar district,216626,469237640,TOTAL
3843,Haryana,2018,4,sonipat district,428989,1037340218,TOTAL
3844,Haryana,2018,4,jind district,259036,778822776.5,TOTAL
3845,Haryana,2018,4,rohtak district,300319,829370093,TOTAL
3846,Haryana,2018,4,faridabad district,2271109,2832603201,TOTAL
3847,Haryana,2018,4,mahendragarh district,211639,545441258,TOTAL
3848,Haryana,2018,4,hisar district,511206,1476103126,TOTAL
3849,Haryana,2018,4,karnal district,356327,883621789.5,TOTAL
3850,Haryana,2018,4,fatehabad district,203164,453801170,TOTAL
3851,Haryana,2018,4,palwal district,383775,672481291.5,TOTAL
3852,Haryana,2018,4,charkhi dadri district,69055,210310441.3,TOTAL
3853,Haryana,2018,4,ambala district,313017,778868451.3,TOTAL
3854,Haryana,2018,4,rewari district,535609,1038332554,TOTAL
3855,Haryana,2018,4,panchkula district,237408,563481852.2,TOTAL
3856,Haryana,2018,4,bhiwani district,267720,748611718.7,TOTAL
3857,Haryana,2018,4,sirsa district,290380,618718729.6,TOTAL
3858,Haryana,2018,4,mewat district,223048,658766830.3,TOTAL
3859,Haryana,2018,4,panipat district,427930,960831967,TOTAL
3860,Haryana,2018,4,gurugram district,4651606,7834266745,TOTAL
3861,Haryana,2018,4,kaithal district,211975,600215099,TOTAL
3862,Haryana,2018,4,kurukshetra district,260273,658077491.7,TOTAL
3863,Haryana,2018,4,jhajjar district,319972,741571573.9,TOTAL
3864,Haryana,2019,1,yamunanagar district,316341,621768079.7,TOTAL
3865,Haryana,2019,1,sonipat district,699422,1419939621,TOTAL
3866,Haryana,2019,1,jind district,347169,901895353.7,TOTAL
3867,Haryana,2019,1,rohtak district,575222,1345411743,TOTAL
3868,Haryana,2019,1,faridabad district,4020631,4128377201,TOTAL
3869,Haryana,2019,1,mahendragarh district,329809,700858191.1,TOTAL
3870,Haryana,2019,1,hisar district,703750,1656524676,TOTAL
3871,Haryana,2019,1,karnal district,589011,1295083691,TOTAL
3872,Haryana,2019,1,fatehabad district,241196,525503934.4,TOTAL
3873,Haryana,2019,1,palwal district,719323,1032542809,TOTAL
3874,Haryana,2019,1,charkhi dadri district,87835,251032566.7,TOTAL
3875,Haryana,2019,1,ambala district,448912,923757681.9,TOTAL
3876,Haryana,2019,1,rewari district,992599,1395914440,TOTAL
3877,Haryana,2019,1,panchkula district,336765,690225761,TOTAL
3878,Haryana,2019,1,bhiwani district,365815,911210973.4,TOTAL
3879,Haryana,2019,1,sirsa district,384247,765910302,TOTAL
3880,Haryana,2019,1,mewat district,366223,978845773.9,TOTAL
3881,Haryana,2019,1,panipat district,685081,1414874465,TOTAL
3882,Haryana,2019,1,gurugram district,8723777,10558099867,TOTAL
3883,Haryana,2019,1,kaithal district,286388,720662628.1,TOTAL
3884,Haryana,2019,1,kurukshetra district,368183,771166495.1,TOTAL
3885,Haryana,2019,1,jhajjar district,548076,1042049466,TOTAL
3886,Haryana,2019,2,yamunanagar district,322842,733097991.6,TOTAL
3887,Haryana,2019,2,sonipat district,888795,2100408323,TOTAL
3888,Haryana,2019,2,jind district,335183,1085616289,TOTAL
3889,Haryana,2019,2,rohtak district,1096201,2813329871,TOTAL
3890,Haryana,2019,2,faridabad district,3523377,4505940224,TOTAL
3891,Haryana,2019,2,mahendragarh district,359714,903928698.6,TOTAL
3892,Haryana,2019,2,hisar district,761001,2054472611,TOTAL
3893,Haryana,2019,2,karnal district,814251,2062725762,TOTAL
3894,Haryana,2019,2,fatehabad district,212170,601431999.7,TOTAL
3895,Haryana,2019,2,palwal district,741633,1293085678,TOTAL
3896,Haryana,2019,2,charkhi dadri district,99348,298692889.3,TOTAL
3897,Haryana,2019,2,ambala district,516192,1205417088,TOTAL
3898,Haryana,2019,2,rewari district,889511,1639474281,TOTAL
3899,Haryana,2019,2,panchkula district,351461,780115034.4,TOTAL
3900,Haryana,2019,2,bhiwani district,374433,1139830017,TOTAL
3901,Haryana,2019,2,sirsa district,344381,869817209.3,TOTAL
3902,Haryana,2019,2,mewat district,415855,1221071244,TOTAL
3903,Haryana,2019,2,panipat district,1019615,2473242371,TOTAL
3904,Haryana,2019,2,gurugram district,8386864,11575310786,TOTAL
3905,Haryana,2019,2,kaithal district,298191,881165185.4,TOTAL
3906,Haryana,2019,2,kurukshetra district,421509,955339769.8,TOTAL
3907,Haryana,2019,2,jhajjar district,569289,1308026489,TOTAL
3908,Haryana,2019,3,yamunanagar district,399398,857965334.8,TOTAL
3909,Haryana,2019,3,sonipat district,1066029,2495689740,TOTAL
3910,Haryana,2019,3,jind district,408678,1216085136,TOTAL
3911,Haryana,2019,3,rohtak district,1158516,3225248553,TOTAL
3912,Haryana,2019,3,faridabad district,4701377,5869168552,TOTAL
3913,Haryana,2019,3,mahendragarh district,507177,1079689951,TOTAL
3914,Haryana,2019,3,hisar district,1055411,2558826215,TOTAL
3915,Haryana,2019,3,karnal district,991286,2467996779,TOTAL
3916,Haryana,2019,3,fatehabad district,283362,718709989,TOTAL
3917,Haryana,2019,3,palwal district,1061268,1687988450,TOTAL
3918,Haryana,2019,3,charkhi dadri district,136612,339477044.5,TOTAL
3919,Haryana,2019,3,ambala district,637004,1419170555,TOTAL
3920,Haryana,2019,3,rewari district,1206241,2010833862,TOTAL
3921,Haryana,2019,3,panchkula district,484783,992298739.8,TOTAL
3922,Haryana,2019,3,bhiwani district,475369,1281625493,TOTAL
3923,Haryana,2019,3,sirsa district,420805,994405010.9,TOTAL
3924,Haryana,2019,3,mewat district,620519,1477213720,TOTAL
3925,Haryana,2019,3,panipat district,1155825,2901827843,TOTAL
3926,Haryana,2019,3,gurugram district,11843666,15022524505,TOTAL
3927,Haryana,2019,3,kaithal district,358681,1010171721,TOTAL
3928,Haryana,2019,3,kurukshetra district,616227,1219547000,TOTAL
3929,Haryana,2019,3,jhajjar district,755297,1642655006,TOTAL
3930,Haryana,2019,4,yamunanagar district,498392,1112625526,TOTAL
3931,Haryana,2019,4,sonipat district,1368457,3347168253,TOTAL
3932,Haryana,2019,4,jind district,536486,1639970055,TOTAL
3933,Haryana,2019,4,rohtak district,1428337,4158625642,TOTAL
3934,Haryana,2019,4,faridabad district,5358174,7782346424,TOTAL
3935,Haryana,2019,4,mahendragarh district,694592,1584910815,TOTAL
3936,Haryana,2019,4,hisar district,1309901,3351369913,TOTAL
3937,Haryana,2019,4,karnal district,1280457,3322975422,TOTAL
3938,Haryana,2019,4,fatehabad district,377876,992743748.6,TOTAL
3939,Haryana,2019,4,palwal district,1273274,2370503274,TOTAL
3940,Haryana,2019,4,charkhi dadri district,168941,463339408.3,TOTAL
3941,Haryana,2019,4,ambala district,820296,1895665171,TOTAL
3942,Haryana,2019,4,rewari district,1538398,2831585560,TOTAL
3943,Haryana,2019,4,panchkula district,573361,1179807256,TOTAL
3944,Haryana,2019,4,bhiwani district,618484,1752990396,TOTAL
3945,Haryana,2019,4,sirsa district,558726,1348363728,TOTAL
3946,Haryana,2019,4,mewat district,850275,2267476888,TOTAL
3947,Haryana,2019,4,panipat district,1437677,3870819295,TOTAL
3948,Haryana,2019,4,gurugram district,14935865,19000424238,TOTAL
3949,Haryana,2019,4,kaithal district,435877,1329296855,TOTAL
3950,Haryana,2019,4,kurukshetra district,796665,1609238971,TOTAL
3951,Haryana,2019,4,jhajjar district,965474,2147473030,TOTAL
3952,Haryana,2020,1,yamunanagar district,558348,1172835686,TOTAL
3953,Haryana,2020,1,sonipat district,2016893,5091258326,TOTAL
3954,Haryana,2020,1,jind district,792514,2305447629,TOTAL
3955,Haryana,2020,1,rohtak district,1803076,5175066327,TOTAL
3956,Haryana,2020,1,faridabad district,5840117,8881105700,TOTAL
3957,Haryana,2020,1,mahendragarh district,812720,1774232509,TOTAL
3958,Haryana,2020,1,hisar district,1533724,3820470010,TOTAL
3959,Haryana,2020,1,karnal district,1579733,4003478769,TOTAL
3960,Haryana,2020,1,fatehabad district,438880,1074164857,TOTAL
3961,Haryana,2020,1,palwal district,1613263,3109146807,TOTAL
3962,Haryana,2020,1,charkhi dadri district,208834,562772483.6,TOTAL
3963,Haryana,2020,1,ambala district,956506,2112697117,TOTAL
3964,Haryana,2020,1,rewari district,1747564,3142595798,TOTAL
3965,Haryana,2020,1,panchkula district,651033,1274745092,TOTAL
3966,Haryana,2020,1,bhiwani district,768147,2100759581,TOTAL
3967,Haryana,2020,1,sirsa district,656981,1538727815,TOTAL
3968,Haryana,2020,1,mewat district,1241283,3154872672,TOTAL
3969,Haryana,2020,1,panipat district,1781967,4661669007,TOTAL
3970,Haryana,2020,1,gurugram district,16484737,21152356889,TOTAL
3971,Haryana,2020,1,kaithal district,483716,1393783067,TOTAL
3972,Haryana,2020,1,kurukshetra district,976468,2101835665,TOTAL
3973,Haryana,2020,1,jhajjar district,1089583,2372192750,TOTAL
3974,Haryana,2020,2,yamunanagar district,645364,1269799998,TOTAL
3975,Haryana,2020,2,sonipat district,2067865,5016220638,TOTAL
3976,Haryana,2020,2,jind district,791601,2194774578,TOTAL
3977,Haryana,2020,2,rohtak district,2050920,5946541939,TOTAL
3978,Haryana,2020,2,faridabad district,5775792,8177450074,TOTAL
3979,Haryana,2020,2,mahendragarh district,1152066,2503496878,TOTAL
3980,Haryana,2020,2,hisar district,1644838,4146210408,TOTAL
3981,Haryana,2020,2,karnal district,1629574,4045109843,TOTAL
3982,Haryana,2020,2,fatehabad district,533673,1312791083,TOTAL
3983,Haryana,2020,2,palwal district,2090627,3788124543,TOTAL
3984,Haryana,2020,2,charkhi dadri district,301953,834008663.5,TOTAL
3985,Haryana,2020,2,ambala district,1016809,2154410296,TOTAL
3986,Haryana,2020,2,rewari district,2022132,3582603329,TOTAL
3987,Haryana,2020,2,panchkula district,619625,1199233109,TOTAL
3988,Haryana,2020,2,bhiwani district,973720,2795033053,TOTAL
3989,Haryana,2020,2,sirsa district,759835,1811788465,TOTAL
3990,Haryana,2020,2,mewat district,1598705,3658746772,TOTAL
3991,Haryana,2020,2,panipat district,2011582,5207544727,TOTAL
3992,Haryana,2020,2,gurugram district,11284856,14426170121,TOTAL
3993,Haryana,2020,2,kaithal district,583834,1619967939,TOTAL
3994,Haryana,2020,2,kurukshetra district,978542,2346620365,TOTAL
3995,Haryana,2020,2,jhajjar district,1247137,2674618101,TOTAL
3996,Haryana,2020,3,yamunanagar district,763343,1615787282,TOTAL
3997,Haryana,2020,3,sonipat district,2922945,7024743099,TOTAL
3998,Haryana,2020,3,jind district,893421,2533560699,TOTAL
3999,Haryana,2020,3,rohtak district,1740356,4643691558,TOTAL
4000,Haryana,2020,3,faridabad district,8700173,13490214443,TOTAL
4001,Haryana,2020,3,mahendragarh district,1444047,3179331732,TOTAL
4002,Haryana,2020,3,hisar district,2209518,5761605478,TOTAL
4003,Haryana,2020,3,karnal district,1955755,4578348863,TOTAL
4004,Haryana,2020,3,fatehabad district,623907,1615396731,TOTAL
4005,Haryana,2020,3,palwal district,2672871,4869775359,TOTAL
4006,Haryana,2020,3,charkhi dadri district,356875,1030013843,TOTAL
4007,Haryana,2020,3,ambala district,1529567,3610359386,TOTAL
4008,Haryana,2020,3,rewari district,3041169,5346067429,TOTAL
4009,Haryana,2020,3,panchkula district,802938,1612924042,TOTAL
4010,Haryana,2020,3,bhiwani district,1151218,3304152585,TOTAL
4011,Haryana,2020,3,sirsa district,907337,2219962582,TOTAL
4012,Haryana,2020,3,mewat district,2107221,5099537213,TOTAL
4013,Haryana,2020,3,panipat district,2334545,5809998641,TOTAL
4014,Haryana,2020,3,gurugram district,18098421,23437360422,TOTAL
4015,Haryana,2020,3,kaithal district,679617,1932756088,TOTAL
4016,Haryana,2020,3,kurukshetra district,1320433,3113702590,TOTAL
4017,Haryana,2020,3,jhajjar district,1682502,3738660380,TOTAL
4018,Haryana,2020,4,yamunanagar district,1077956,2410444772,TOTAL
4019,Haryana,2020,4,sonipat district,3721622,9010603702,TOTAL
4020,Haryana,2020,4,jind district,1272317,3898130379,TOTAL
4021,Haryana,2020,4,rohtak district,2331057,6256117816,TOTAL
4022,Haryana,2020,4,faridabad district,12149079,19603646063,TOTAL
4023,Haryana,2020,4,mahendragarh district,2071830,5132014526,TOTAL
4024,Haryana,2020,4,hisar district,3190398,8738948859,TOTAL
4025,Haryana,2020,4,karnal district,2527301,6152410696,TOTAL
4026,Haryana,2020,4,fatehabad district,929917,2561718838,TOTAL
4027,Haryana,2020,4,palwal district,3692902,7333424919,TOTAL
4028,Haryana,2020,4,charkhi dadri district,516694,1591959233,TOTAL
4029,Haryana,2020,4,ambala district,1935671,4518807088,TOTAL
4030,Haryana,2020,4,rewari district,4329508,8169865745,TOTAL
4031,Haryana,2020,4,panchkula district,1120856,2225317959,TOTAL
4032,Haryana,2020,4,bhiwani district,1703541,5280654024,TOTAL
4033,Haryana,2020,4,sirsa district,1289154,3492793678,TOTAL
4034,Haryana,2020,4,mewat district,2948645,7484819525,TOTAL
4035,Haryana,2020,4,panipat district,3059943,7874714736,TOTAL
4036,Haryana,2020,4,gurugram district,28192581,35629614077,TOTAL
4037,Haryana,2020,4,kaithal district,959377,2945844253,TOTAL
4038,Haryana,2020,4,kurukshetra district,1721950,4141680049,TOTAL
4039,Haryana,2020,4,jhajjar district,2429140,5544973431,TOTAL
4040,Haryana,2021,1,yamunanagar district,1043361,2388580347,TOTAL
4041,Haryana,2021,1,sonipat district,4353956,9992974986,TOTAL
4042,Haryana,2021,1,jind district,1154593,3573969998,TOTAL
4043,Haryana,2021,1,rohtak district,2708295,6792159647,TOTAL
4044,Haryana,2021,1,faridabad district,12970900,21241648454,TOTAL
4045,Haryana,2021,1,mahendragarh district,2091685,5054815919,TOTAL
4046,Haryana,2021,1,hisar district,3294765,8859730937,TOTAL
4047,Haryana,2021,1,karnal district,2822406,6379825747,TOTAL
4048,Haryana,2021,1,fatehabad district,997671,2397117721,TOTAL
4049,Haryana,2021,1,palwal district,3641453,7214450169,TOTAL
4050,Haryana,2021,1,charkhi dadri district,500029,1545051474,TOTAL
4051,Haryana,2021,1,ambala district,2455019,5222888389,TOTAL
4052,Haryana,2021,1,rewari district,4385531,8303713647,TOTAL
4053,Haryana,2021,1,panchkula district,1145687,2252411266,TOTAL
4054,Haryana,2021,1,bhiwani district,1699650,5156315676,TOTAL
4055,Haryana,2021,1,sirsa district,1294809,3492030665,TOTAL
4056,Haryana,2021,1,mewat district,3236320,8671355565,TOTAL
4057,Haryana,2021,1,panipat district,3288095,7866864997,TOTAL
4058,Haryana,2021,1,gurugram district,31719830,39350276709,TOTAL
